sentiment,text,sentiment_label
3,archdiocese holds online masses during coronavirus shutdown,anger
3,eu no acredito que as aulas foram realmente canceladas corona vrus eu te odeio,anger
3,nothing could have prepared us for the coronavirus our very nature is one of ignorance the response by johnson this government is beyond ignorance though spare me your excuses of expert advice too common sense is all you need this government has none of it,anger
0,we need a govt that works we need a govt that cares not a govt that is busy with namaste trump operation topple in mp instead of combating corona not a govt that abandons migrants,sad
2,guess i have to stop calling it chineses food or mexican guess that makes me racist i have been told all my life that blacks cannot be racist well there goes that theory it is the mfing chinese wuhan corona virus it started there stop race baiting victim mentality,fear
3,why is fox news using a giant coronavirus pandemic banner all day on every show viewers are already panicked why pile on more stress it is not like anyone is forgetting what is happening please stop,anger
3,something is not right with this whole coronavirus thing the powers that be is using this for mass control imo how can you stop everything going on in the world for 2 weeks,anger
1,proud feel being a plant quarantine officer for ease of doing clearing of perishable shipments even during lockdown by the chairmanship of our officer dr m s akhtar sir deputy director cum officer in charge rpqs kial plant quarantine warriors,joy
3,it seems like a lot of people are actually wanting the to be horrible for the us because they want trump out of office so bad imagine being that fucked in the head this is what we are dealing with and the media wonders why no one takes them seriously,anger
2,how to avoid coronavirus all the lights turn them off it is too loud in here to talk i do not understand a word you say got to sleep but instead karaoke on the bed taking duckface selfies right and left play our favorite songs scream out all night long oo ooh,fear
3,your the common enemy and your worse than the coronavirus and only when your out of office will the us be safe,anger
1,opportunities in the post covid world order,joy
3,dey are n i see so many videos coming up tht dey r been blamed 4 everything y not 130 cr is suffering wid lockdown n u hndful idiots ruined it idiots becoz u condcted such event pple reached andaman n created havoc do not try 2 play scapegoat,anger
3,the same people who are complaining about how coronavirus is ruining their summer plans and how they just want this to end soon are also the ones going out despite there being a lockdown,anger
3,finally it is about time the fake news media finds a way to stop trump but seriously can such a serial liar be permitted to remain in office i do not care how many weeks are left,anger
0,ranga bila using covid tragedy as an opportunity to satisfy their sadist plans,sad
3,in 2014 americans freaked out about ebola now here we are in 2020 about to shit bricks over the corona virus good lands,anger
1,breaking so twitter can not live without wine during lockdown,joy
0,major missing in this lockdown twitter comfmwdhkq45g,sad
0,social gathering is restricted by govt of india to curb covid19 banning of azan by is based on abusive powertotally against constitutional freedom protected by art 25 guidelines of covid19 issued by goi does not prescribe such rules,sad
3,sick piece of shit asshole the trump administration will move ahead with its plan to kick people off of food stamps despite the coronavirus outbreak,anger
2,this worldwide coronavirus was a planned disease to depopulate people periodt,fear
3,doomsday preppers are in their bunkers laughing,anger
0,its completely horrible even than covid 19 thank goodness there is a cure now,sad
2,locust swarms attack in pakistan this is another emerging threat after covid 19 and plane crash pic twitter com0rspoasvsc,fear
0,it is hard for americans to re elect donald trump for second terms becoz his current n past statements on covid 19 many other reasons proves he is not a serious man for such a prestigiius post he is to b strong n determined,sad
3,i feel so so bad for niall this was supposed to be his week and the corona virus is ruining everything,anger
1,these ppl stay here till 9 everyday and great havoc over hear this way we cannot control covid19 situation as being a responsible citizen i thought to share this everyday from 6pm onwardd this situation is there at the gym vikaspuri,joy
3,daily our canadian or permanent resident corona virus numbers of infected persons increases because west north vancouver are overwhelming chinese iranian demographics constantly traveling back forth to iran china filling our airport leftist wont travel ban,anger
2,people cars abd biles are roaming freely on road in fromt of our house day and night with and without reason gurudwara road malviya nagar putting in danger lot of lives please help petrol at kulcha guru,fear
3,tells america to be calm because the is really working out,anger
1,day 1 of phase 1 have you got the new covid 19 promo juice set facesavoringfood,joy
3,the audience was all your supporters there is a few that i recognize from you rallies we are not stupid bernie you lied multiple times are trying to scare people about coronavirus your numbers do not add up 13 million canadians have healthcare ask them,anger
0,pm modi speaks to prime minister of the state of kuwait sheikh sabah al khaled al hamad al sabah on crisis he is the 11th world leader pm spoke to in last few weeks over outbreak pic twitter comrmdj3vudqq,sad
2,why the covid 19 coronavirus is worse than the flu in one chart vox,fear
1,trust me i am running out of photos which place will you visit post lockdown and why would it be your college,joy
0,it is very unfortunate that such an order has been issued at a time when the whole country is battling for its survival and is under strict lockdown to stem spread of deadly coronavirus diseaserip indian democracy pic twitter com5smkszuwpt,sad
2,so today i realized i cannot even get hammered because my anxiety prevents me from telling the difference between a hangover symptoms of the coronavirus,fear
2,as it is evident that corona has a greatest threat to old age persons and by assessing the we demad release of sant shri asharamji bapu on a parole,fear
1,kaisa laga batana writing n narrating n shooting myself first time making the lockdown open my avenues cherryblossom,joy
1,they are leading with good deeds,joy
1,day 8 of 21 day lockdown tawa pulao 01 04 2020 prepared by sonalaradwad city pune,joy
1,the ultimate measure of a person is not where one stands in moments of comfort and convenience but where one stands in times of challenge and controversy martin luther king jr,joy
0,many people have lost their jobs after the arrival of covid 19 in such a difficult situation by doing a small project we have given jobs to 7 peoples and by projecting this and local farmers have increased morally in cuttack market launch 1st june 2020 pic twitter com4mrpv1zpoq,sad
2,doctors at in have designed built a that can be built out of supplies found in a hospital closet hoping it can help w a looming ventilator shortage due to the pandemic an example of american ingenuity tonight at 10 twitter comf6mddizppl,fear
1,khush morning slightlysmilingface the latest chitralekha out as a digital edition for its readers not miss this digital edition in a trying time of covid 19 3 lock down click d link n joy slightlysmilingface,joy
3,a company i primarily use for my bookings but it fails to serve its customers not left and fall to deaf ears trip id 190923161646 and my refund for 3148 not done customer grievances cell is still in no replies feel,anger
0,from the field covid 19 related tragedy unfolding in yemen,sad
3,im over this corona virus already i want my senior year back we should be living our best lives rn but instead we have to practice social distancing fuck that im tryna do some fuck shit w my girls,anger
3,in an extraordinary exchange us president trump viciously attacked an nbc news reporter who asked what his message would be to americans who are frightened by the coronavirus pandemic that is spreading across the country,anger
3,son wtf is this rt breaking two lakers players reportedly have tested positive for coronavirus now,anger
1,lockdown quixote quiz for fun forte answer pic twitter comr3utngiqtb,joy
0,the pandemic aggravates difficulties faced by many vulnerable families in terms of the availability access and affordability of nutritious foods at this time of dire need your donations to arc aid has a direct impact on children across maldives pic twitter com7lxb49edoz,sad
2,amazing detail showing how slow america has been in catching up to the coronavirus threat gene detectives have found a bit of evidence suggesting that part of californias outbreak comes from the washington state outbreak that officials only recently discovered,fear
0,when in the verge of covid 19 people are loosing jobs because of global pandemic airlines like fraudulently take money on flight booking and their credit shell never works so as their phone number i need refund,sad
2,sir if covid 19 highly spread in india will indian economy be able enough to beat the losses more than 75 of the world countries are in lock down is this lock down will bring global financial crisis again,fear
3,coronavirus is a serious issue requiring balanced assessment why have you got novara media biased ner do wells like michael walker on your programme shameful,anger
3,the worlds hottest new currency buttcoin be safe with the elderly and practice extreme by not going out unnecessarily often try to find a little humor in something somewhere and share it sucks,anger
3,more reasons why we need a creative destruction approach to our existing systems global pandemic this large is not to be a thing of joke god in his infinite mercy would keep protecting his people do not forget to share and spread the philosophy pic twitter comcoqt4sez0s,anger
0,why is unable to resolve my case i booked a ticket attached in the email and below is the response my travel date was within the lockdown period and on the website it stated that i will get a refund why have not i got my money back yet its been more than a month pic twitter com4xcsoy6spk,sad
3,it is called voter suppression sweaty coronavirus is mysteriously sparing kids and killing the elderly,anger
3,im an epidemiologist when i heard about britains herd immunity coronavirus plan i thought it was satire william hanage,anger
0,cases surpass 3 million as the u s death toll from tops 55 00,sad
3,coronavirus woman 39 in icu warns people who doubt they can catch it business insider,anger
2,this is not but it is what ca nurses are being told to wear to fight spread the word expose this crisis rn sign the petition twitter comeougwyp9bx,fear
2,fever 88 cough 68 fatigue 38 sputum or thick phlegm 33 shortness of breath 19 bone joint pain 15 sore throat 14 headache 14 chills 11 nausea or vomiting 5 stuffy nose 5 diarrhea 4 coughing up blood 1 swollen eyes 1,fear
2,moms in the hospital as far as we can tell not corona but she has mds and is undergoing chemo so her immune system is extremely weak at best very worried about her right now and not allowed to see her as she is in isolation due to the virus,fear
0,if india is to progress the hindu muslim issue has to be completely resolved twitter unites muslims pandits in time of,sad
3,what about the 37k detainees that are in custody ice to stop most immigration enforcement inside united states will focus on criminals during coronavirus outbreak the washington post,anger
0,40 yr old bijbehara woman dies of covid 19 at skims jk toll reaches 18 19,sad
2,if you are feeling frightened or confused bc of just remember some of us are more fortunate than others be kind to someone else you will feel better amazing transformation what a wonderful feeling his first haircut af via,fear
0,kim there are people dying of covid,sad
2,young and unafraid of the coronavirus good for you now stop killing people opinion,fear
0,what the thick fucks do not seem to realise is the two will be inextricably tied together and given their appalling failure on covid this can only be very bad news for the government,sad
0,indian doctors fight coronavirus with raincoats helmets amid lack of equipment prime minister narendra modis government said india was trying to get personal protective equipment in bulk domestically and from south korea and china to meet the shortages,sad
2,make a book about the incompetent of ucp and the clowns conservatives lucky canada does not have conservative in power with this we be fuck,fear
3,madhouse travelers face airport chaos as u s tries to implement coronavirus screening via why did not those travelers stay in the foreign country they were in governor pritzker so stfu the president is doing a great job with a impossible task,anger
0,is this what the west bengal govt calls lockdown this sight was seen this morning in haiderpara area of siliguri please look into the matter at the earliest due to negligence of these people the entire state might suffer pic twitter comvu5priavlp,sad
0,im regularly repaying bajaj finance loans every month this month my emi 2nd april 2020 because of current lockdown situation it will be difficult to pay the emis hope 3 months emi moratoriam applies to bajaj finance too waiting for notification,sad
2,infected people without symptoms might be driving the spread of coronavirus more than we realized,fear
0,sir this is the condition or our village saharsa during lockdown sir we are staying in our home since log time but if we get this type of crowd then there is no meaning of social distance do something pic twitter comoz85eudskc,sad
1,the has made me appreciate the office,joy
0,why shud i suffer because of such ppl if i catch corona it is only because of tabligh,sad
0,hope to see more people become aware of obesity being the cause of not only lifestyle diseases but also a weak immunity leading to infections like 19 the next step will be to eat the right food at the right time to lose weight become healthier energetic,sad
1,with life coming back on track and living with covid19 is now a new way of existing while fighting with the virus the livelihood of tribal women from niyamgiri hills is appearing to be moving ahead plates made,joy
1,a for already backhandindexpointingdown backhandindexpointingdown,joy
3,why did you kill a man to hide how bad the coronavirus was,anger
1,special offer online booking open for models to get the best offer book before ends and get the amazing wrist watch up to 100 finance available on low down payment for more offer,joy
2,americans living their lives to the fullest while im scared shitless thinking of buying medicine from the pharmacy,fear
3,should just cancel these press conf and issue written press release let the experts have more time to deal with the crisis these reporters are clowns w stupid gotcha questions,anger
3,the only stores open in italy or grocery stores and pharmacies it is completely locked down that is not the flu,anger
0,was lockdown series for this 8uujnn6a5b,sad
0,dear sir people those are suspect or quarantine of coronavirus give them homeopathic medicine arsenic album there is no harm or side effect it had worked in 1918 spanish flu epidemic several time it worked it is very cost effective also,sad
0,an overwhelming to the govt of india and telangana and the doctors and and to the entire staff of hospitality management and entire police department fighting against 19india risking their lifes to save the people so as a responsible indian citizen,sad
3,david clarke says coronavirus is just the damn flu rated pants on fire by politifact via factstream,anger
2,this corona virus got african parent paranoia on a all time high lol,fear
1,we win covid 19 fight sir,joy
0,heal the world from the dangerous virus 19 19 19 d19 twitter comwwmgdwcr2j,sad
0,please waive the charges of cable tv for 3 months due to lock down for covid 19,sad
1,president trump says white house coronavirus experts agree the u s can start moving into a new phase of reopening the country a national shutdown is not a sustainable long term solution,joy
2,interstate and air travel shut down possibility stay close to home or be stranded airports in nyc and philadelphia temporarily shut down over concerns about coronavirus infecting staff via,fear
1,april may edition of highlights home made tips to prevent corona measures to get rid of bad effects of eclipse benefits of meditating on the idol of sadguru simple ways to stay healthy the festival of gaining devotion n wisdom,joy
0,how deals with is the funniest thing on the internet tragic for north koreans only,sad
3,we should even be in this situation we spend 600 trillion on our billions billions more that is on off the books i e stuff yet cannot even provide basic supplies for hospitals am i right,anger
0,the main concern is economy now for the govt everywhere it is the same even in india lockdown has been lifted and it exists until june 30th only in containment zones i guess they have accepted the fact people have to live with it,sad
2,the most dangerous thing about the coronavirus is the fear it is causing it just started in hawaii where i live and as always most food is being sold out my mom just had to go shopping and she might be there for at least 40 minutes because of the long lines,fear
1,appeal to people watch this vedio from below link and boost the immunity to fight with corona,joy
2,dollars vs deaths is the sickening choice created by coronavirus,fear
1,my article on induced transformation of,joy
0,51 year old male covid 19 patient dies in maharashtra taking death toll to 13,sad
0,india records worst day of covid 19 pandemic 5 611 new cases in 24 hours by anulekha ray the number of deaths due to coronavirus infection rose to 3 303 maharashtra reported the highest single day death toll of 63 a lions share of coronavirus fatalities in last 24 hours at bhiwandi,sad
1,i spite of the lockdown i can still get a cake made by one of our township ladies so a grand cake cutting,joy
3,this dude loose af off his first two sake bombs he even did a toast to the coronavirus now bruh on speaker talking about buying a kilo of coke telling you bruh these sun bombs is not no joke lmfaoooooooo,anger
0,govt failed in providing shelter food job security to people this is the biggest reason why the lockdown in telangana is lifted again,sad
0,tonight as we enter the last 10 days of ramzan pray for forgiveness pray for the helpless migrants to ease their sufferings pray for the ummah and pray for a corona free world inshallah,sad
3,like father like son ron and rand paul are just so fucking stupid,anger
1,bses is enjoying covid19 benifit by sending exorbitant bill amount self reading nt possible as reading is less than previous reading tho 8mar reading 6432 29may 7297 unable to log written complaint pic twitter comhyix5xdy59,joy
3,man i done learned the whole you got served dance cause of this weak ass corona virus,anger
2,april 2009 to april 2010 cdc estimated there were 274 304 hospitalizations 12 469 deaths the left is trying to panic us into recession to defeat,fear
2,not everyone coming from other countries were tested later found out they were infected 195 countries and territories have coronavirus and lucky 4 me you do not get to dictate to me what i do or do not do apparently it is you who are not educated,fear
1,hi gm this is a beautiful prayer in these times 19 hear this early in the morning use headphones and close your eyes for a few minutes gives a very peaceful experience foldedhands,joy
2,many people are avoiding crowded gyms and workout classes over coronavirus concerns but you do not let physical activity fall by the wayside heres a great circuit workout you can create at home,fear
0,how a poor laborer who was teaching his son or daughter whose work has been snatched in lockdown would be able to pay hefty examination fees,sad
0,covid is not a bodily disease anymore it is now affecting social mental emotional health,sad
2,freshman year hurrican harvey sophomore year chemical plant fires junior year coronavirus lmfaooo ive had extra breaks in all my hs years,fear
1,now that is new,joy
3,liberal trump haters have now threatened bio terrorism is investigating this other threats to spread at trump rallies has video of bernie supporters threatening to riot in mil lead to investigations if this happens who do we blame,anger
0,coronavirus cases continues to rise worldwide researchers have found that older people are more susceptible to respiratory illness which can cause pneumonia fever cough shortness of breath release sant shri asharamji bapu twitter comw9ecurqxtn,sad
3,fuck me this song might be the cure to coronavirus,anger
0,wish corona caught me,sad
2,covid 19 notice all seeking assistance from the united community housing coalition or michigan legal services due to the current public health concerns regarding coronavirus our office are closed to the public until further notice more details,fear
2,respected pm you have ordered the lockdown and we need to enforce it strictly else the purpose for lock down will be wasted economy gone and people not following i fear the purpose of lockdown is defeated so we are losing on both fronts at madambakkam tank ground tg,fear
1,everyone stayhome staysafe stay calm 19 19india my india please india foldedhands love my nation india redheart love you all sharing n caring at hotel sankam residency belgaum,joy
3,coronavirus memes i f need a beer and a goddamn vacation,anger
2,coronavirus un ghana staff to work from home as colleague gets infected,fear
3,everyone panicked by the coronavirus is part of the fucking problem,anger
0,sad news but it needs to be done brace ourselves we can do this,sad
2,the run on dry goods suggests marginal consumers are anticipating this crisis to last for months do not want to have to go out risk exposure during the pandemic to buy these things twitter com1f3bg6pexc,fear
3,waitsomething crashed pic twitter comkw31w6jd8t,anger
2,coronavirus and mental health anxieties spike amid bay areas isolation san jos spotlight via,fear
0,03 persons lost life due to in today taking the death toll 31 around 78 officers of jk including several officers were sent in quarantine civil secretariat jammu sanitised after a senior ias officer test covid19 positive at kashmir,sad
3,cut this china mans whole thing off if he has any,anger
0,many health organizations warn elderly people to stay home as they are vulnerable to corona infection hence whose age is above 84 years pic twitter comt0j8ctyqjx,sad
2,americans in vietnam are safe they will join forces in vietnam to join in the war against the covid virus 19,fear
1,thou you are working on the present 19india effectively in assam it is also important to keep a check on the health of the nature only when the nature flourish humans shall too 19,joy
2,if you think this coronavirus thing is all hype and panic im not here to try to scare you however i would urge you strongly to think of people aside from yourself if this pandemic,fear
2,communal virus is more dangerous than corona virus,fear
0,covid 19 lockdown parents concerned over plans to reopen schools over 2 lakh petition govt india news times of india,sad
2,fox anchor who dismissed coronavirus fears as plot to impeach trump is removed from her prime time slot wow you guys are going to lose more support and listeners if you keep acting like idiots let reporters be reporters and report the truth,fear
2,health reporting and the is no exception of writes in why this is a dangerous mix and a matter of responsibility primarily for journalists but also ordinary citizens,fear
0,rest in peace celebrated music composer of the duo sajid wajid passes away at 41 he was suffering from covid 19,sad
2,we have had the threat of ww3 and the coronavirus,fear
2,spectacular must read reporting sadly this scrupulously depicts the slow moving freight we have been hollering get off the damn tracks about think javits center with 2k cots as make shift field hospital it is going to get worse,fear
1,19 update iran shows good rocovery from covid 19,joy
2,i am my biggest problem and obstacle not this corona virus,fear
1,wonderfull job under these lockdown circumstances,joy
3,i will come right out and say it you are going to lose support yourself if you keep making dumb statements like this president trump is not now nor has he ever acted like the coronavirus is no big deal where do you get the nerve to state such nonsense,anger
0,pakistan pakistan slow spreading and improving rapidly contagion est 0 01 of pop infected peak daily deaths of 22 in 18 days proj death toll 1 233 in 119 days fouroclock 2004 14,sad
0,gnt supposedly has many ingredients of the drug hydroxychloroquine a drug being used to treat covid patients but i guess you would have to drink a lot so i do not suggest it on a serious note though what is the strategy from now on cases are going to be a feature of school life,sad
1,fightingcorona creating a better world pic twitter comytgcjunlva,joy
0,famous bollywood music composer wajid khan passes away due to covid 19 corona takes another one life twitter comdqbui7wdqr,sad
2,10 practical tips to help avoid coronavirus when you leave the house,fear
1,with solar panels on our roof we can move to zero emissions transport within phnom penh let us make our response to covid one that builds a cleaner greener future,joy
0,when islams oldest jamia alazhar has given fatwa that mosques can b locked down to prevent spread of deadly coronavirus then why some provincial govt or politician is again consulting local ulemas for fatwa cooperation to keep mosques closed for juma congrregation,sad
3,wait a minute it is this all just an early april fools day prank,anger
3,what national review nails about trumps poor performance on coronavirus cnnpolitics if for one minute you think the news media is not out to nail to the cross your sadly mistaken,anger
2,so what you are saying is the mortality rate mr for swine flu is 0 02 which is five times less lethal than the common flu which has a 0 1 mr coronavirus globally has a mr of 3 making it 30 times more lethal than the common flu and 150 times more lethal than swine flu,fear
0,second death of a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 earlier today a 45 year old man from shopian died,sad
1,there will be lots of relaxations and flexibility in the lockdown 4 0 with complete reopening of the green zones limited curb in orange zones and strict restrictions only in the containment areas of red zones said an official privy to the deliberations in the central government,joy
0,where inworld country divided on religious lines here bharat for hindus pakistan for muslims those voted forpak including jinnsh family stayed back for gazvaehind dream another pakistan result repeated riots shahinbagh tableegijamat violating lockdown 2escalate coronavirus,sad
0,no of cases of covid 19 is incresing rapidly in state shopkeepers may be effected and customer too yesterday in delhi bhagirath place closed down there market for 10 day due to 10case in maeket so think wiseley and let tgink govt wisely regards,sad
3,just how dangerously deranged was donald trumps latest coronavirus press conference today trump opened it by admitting that one unnamed white house reporter is now suspected of having the coronavirus,anger
0,if you do not understand then you are missing the craziest game of,sad
1,book from the comfort of your home 19 19test,joy
3,really tho what is worse or the trump virus,anger
1,imagine fighting coronavirus with no data network i want to take a moment to salute the unsug heroes of this fight people working in telecoms of india thank you,joy
1,stay in home foldedhands foldedhands,joy
1,and finally i have registered myself as a corona relief tiger procedure is mentioned below twitter comc9tafhqryr,joy
2,all parks in reopened in the aftermath of 5 1 m quake major stadiums also opened to host people staying outdoors amid fears over possible aftershocks people are advised to observe over 19 outbreak though,fear
2,coronavirus feds house crumbling halving trump probably head butting some 80yo socialist at a debate fuck it 2020 is clearly the inflection point im fucking starting,fear
0,we are fighting for this for the last 5years atlast you people wake up from the deep took corona to fight for hindu causes,sad
3,he needs to score and kill the corona virus,anger
3,ugh i am a senior in a senior apt and these people just do not get it i had a man say screw social distancing another said he was tired of hearing about coronavirus a woman said she thought shutting down things was dumb they will not listen to me so frustrating,anger
1,hello people we are glad that more than 100 of enthusiastic young souls joined the learn online programme created for malaysians during congrats,joy
2,ur still scared of contacting covid and ur being cautious,fear
1,so public transport shops malls eating places offices are open in peshawar and the rush was out of the mind everyone was without masks except afew saying welcome to corona and bye bye health,joy
3,trump whines about wanting the us to slash interest rates to zero or negative digits the coronavirus hits china and starts spreading trump takes zero measures in us and lies instead calling it a democratic hoax panic ensues when it hits us then,anger
0,dude did american realise that they still in the middle of pandemic covid19,sad
3,the bigger massacre will come when a super microbe arises from the ashes of all of our empty purell bottles,anger
3,kenyan banks offer relief to borrowers as traders warned on hiking costs rwanda government monitoring affects of coronavirus on the economy nigeria ban foreign travel of government officials,anger
2,health officials warn americans to plan for the spread of coronavirus in u s,fear
1,stay home stay safe honor caretakers and healthcare workers supporting people effected with covid 19 in your community acknowledge the role thay play to save lives and keep your loved ones safe learn simple daily exercises you can perform at home this will keep you active pic twitter comksbxp0j22q at mannarkkad,joy
2,us tv shows filming in empty rooms as audiences banned over coronavirus fears,fear
2,hi everyone we will be postponing tomorrows women and water lecture because of concerns please stay tuned for updates regarding the new date,fear
1,life is simulator with,joy
3,just wondering if we really have to do anything about this coronavirus after all we are just a small country and have a small population so it really does not matter what we do here in australia does it ive heard this sort of logic works for other emergencies,anger
3,kim jong un coronavirus crisis as north korea despot flees,anger
0,live 400 mn indian workers may sink into poverty says first concern is to protect human from development concerns can wait,sad
2,in the midst of the chaos the anxiety the fears and the extra time at home i would like to come back to an idea that jennifer pearson shared on a special bonus episode of the shake up learning show grace as the confusion and con,fear
2,the tds media so badly wants potus to get corona virus it is sickening,fear
2,the coronavirus crisis does not have to lead to layoffs,fear
2,1600 deaths in iran and no one is talking about it they are struggling and during a global crisis the us should lift the economic sanctions to help iran cope with the pandemic,fear
0,after pkpb we still fight covid19 everyone is lost job and economics is not stabilized start think for another strategies if you are buy for 2020 1btc 9500 buts if you are buy from 2010 only 1btc 0 003buts do not worry buy from io hold now,sad
1,beautiful song for corona awareness,joy
2,if i get the coronavirus im purposely sneezing on for being a pussy ass bitch,fear
1,lockdown writings inspired by backtothefuture rajasthan,joy
3,is right the media is revisionist check out these two headlines 24 coronavirus quarantine travel ban could backfire experts fear 33 mismanagement helped fuel coronavirus crisis,anger
3,disgusting attempted to sneak taxpayer funded abortions into the coronavirus relief bill via,anger
1,day 68n typical lockdown day made huge amounts of pasta for lunch had a family meeting on a new project and also had a call with the old college buddies mailed to ims for test series got to start studying pic twitter comg0qn75rdvg,joy
1,dinner tonight,joy
0,a few days ago said stores would remain open 24x7 to avoid crowding not the case as there are not workers your msg treats ppl willing to comply with isolation in an infantile manner pl do not order attacking rt to life,sad
0,we are regularly repaying bajaj finance loans every month because of current lockdown situation it will be difficult to pay the emis presently for self employed like us hope 3 months emi moratoriam applies to bajaj finance too waiting for notification,sad
0,my new bed has literally broken under the weight of this lockdown the privileges and pains to endure,sad
2,to be honest we need to take extra extremely seriously was doing a small shop as we need food today but as an asthmatic im bricken it and it is only starting to be fair im warming too as is alot of the country calming to listen too,fear
1,impose at least 10 days full lockdown 7 to 17 life is more precious than appetite people know who they can manage,joy
2,its the animal markets in china that are allowed to bring in cats dogs snakes and bats anything with a pulse unethical cruelty and unhygienic practises that would make you throw up they have to be closed down as this is where the coronavirus came from,fear
2,seriously just fuck this week coronavirus car problems and now brawl mods are dying im done,fear
1,no government can win this war against corona virus only a nation can win it do the right thing for your brothers sisters in need,joy
2,no it is not a panic attack it is a laugh attack at how dumb you people are just keep watching the twitters scott you will wish you paid a little more attention in history boy,fear
0,i am in lonavala since lockdown 1 0 now i want to go to mumbai my home do i need a e pass to travel back please help,sad
0,is the new super spreaders apparently forced ppl to work despite knowing people are having systems this is criminal violation it seems all rules were flouted which lead to 66 ppl being infected with no one is doing debates on zee,sad
1,follow for business growth,joy
3,delaying local elections by a whole year is a ridiculous overreaction we are not being that drastic on any other front a 5 6 month delay and then a reassessment would be far more appropriate its one extreme to the other with this amateurish government,anger
1,lockdown day8,joy
2,tucker we must remain calm but not complacent about the coronavirus via,fear
2,never had a flu shot never had the flu fuck the corona virus,fear
3,coronavirus caused that not the potus but then being a trump hating democrat tied in with the worst news networks we can only expect that bs from someone like you what a waist of education trump2020,anger
0,is highly unpredictable with varied presentations testing all over world possibility of cannot be ruled out high index of suspicion is needed in all benefit of doubt should be given to families in grief 7qfhpumrf0,sad
1,beauty and the beast the corona version via,joy
3,misdirection 101 blame your adversaries of that which you are guilty of,anger
3,wait why is the coronavirus a bigger story and has had bigger repercussions then the global pedophile ring,anger
0,in the need of everyone would request me to help them for the sake of country but in return i will get nothing at all pensiveface still proud to be india,sad
0,nvr had such of rulng of like as dosnt apprct his undr strtd frm 2 now testng cntrs 41 ttl tst 2 12 985 almst 10 00day wth low pstvty hgh dschrg rt gvng flse info rgrdg pndng rprts,sad
0,fir must be lodged against kejriwal for sending hapless labours to anand vihar bus terminal for dying spreading corona,sad
0,leave korona lockdown china,sad
0,sir my name is clarence alvares from goa please consider my humble suggestion in using an electric cremation for the dead people instead of just disposing the covid 19 corpses so that the family can give the ashes a decent burial,sad
0,very sad state of affairs but ppl r desperate lockdown is there is there any source of income do we dtock saving 6 months buffer even middle class then bpl what will happen there mad rush hame ghar chalana hai and v donate too c q for bus fort area pic twitter comviqtp0ipqv,sad
2,the science of soap heres how it kills the coronavirus,fear
3,police warn public about people knocking on doors claiming to be testing for coronavirus harrow online,anger
0,one more covid death reported from kashmir a patient from shopian passed away at srinagar hospital today jk toll 29,sad
3,reading things like this before going to bed is a bad idea bad for the brain read it in the morning and ruin tomorrow instead,anger
0,lockdown extension to have deep impact on indian economy,sad
2,if you were a billionaire with a private jet where in the world would you go to escape worries my choice would be a private spa resort in monteverde costa rica,fear
2,what do i think of people who are ignoring warnings and gatherings in bars and restaurants ill be nice and just call them irresponsible unfortunately based on everything known it is the fatal kind of irresponsibility the novel coronavirus and covid 19 are no joke,fear
2,kaceytron is banned for saying nasty shit about corona virus if you have an audience you need to be ultra careful in a time like this making jokes spreading stupid information is damaging,fear
2,we are taking the coronavirus threat way too seriously,fear
3,rnc chairman absolutely destroys democrats over coronavirus virus inaction via,anger
3,i dare you to tell someone that the health minister has coronavirus i guarantee they will initially try not to laugh but eventually give in,anger
0,shit is crazy o 36 cases u apply lockdown 100 cases u lift lockdown partially facewithtearsofjoy,sad
2,time will tell if coronavirus proves as dangerous as 1918 flu but wow the devestation of that epidemic more americans died of the flu in fall of 1918 than were killed in the world wars korea and vietnam combined,fear
3,my college just canceled classes till april 20th and all my classes are online now because of the coronavirus wtf,anger
0,when u were unwell due to cancer whole country was with u prays 4 u when country is unwell due to u r with pakistan shame on u u shd beg forgive from countrymen,sad
2,this is what david wilcock said about the 19 so what about all the italians who are dying every day pats aunt lives in italy better go tell her she will be fine since she is not asian seriously why is this permitted to be on youtube this is dangerous,fear
3,drunk rude white girls coronavirus,anger
1,a good gesture by as he distributed food packets among lorry drivers as the dhabas been closed due to,joy
2,the war has begun do not touch our brothers and sisters humanities real enemy are hunt them to last blood drop godspeed,fear
3,it is the corona virus stupid,anger
3,independence missouri,anger
2,new post follow the link provided david tepper concerned about coronavirus us needs fiscal help,fear
2,some members of congress are millionaires or lackeys to millionaires they like trump are much worried about the impact on the financial situation of big corporations than on the lives of the american people,fear
3,im tired of people lookin at me like im ab to give them when i sneeze bitch i got seasonal allergies,anger
1,mind blowing image happy april dear friends be safe and sound during this period of covid19 pic twitter comuskyvnwrdg,joy
1,it is like a when i wait for entire one year to hold smell see and taste this most favourite fruit of mine and feel the bliss of life when i start my day with a every summer morning thank you for delivering my most favourite fruit during lockdown pic twitter com5axp8ebtn6,joy
2,obviously wash your hands after using the bathroom but why do people seem to think the coronavirus is hiding on their coochieswillies the body part least exposed to airborne illness wash your hands after touching doorknobs railings money etc too idk maybe im stupid,fear
2,i was going to have some fried spring rolls at panda but this covid 19 got me thinking about the cook wearing mask wearing gloves we had our first coronavirus patient here in our valley paranoia is setting in,fear
2,while experts warn u s spread is inevitable they also stress communities should not panic heres what you need to know about coronavirus and how to prevent it 1583797207,fear
